UUID;Name;Points
7cd2bb20-4b55-4135-96ec-3e64415d8c69;jompasf;150
c2fbc377-664c-43a3-83ff-3e529ee1bafe;leletgm7;50
c18cd53e-ef78-4c68-b21e-fc4559310439;hctsantos;55
4285b529-8acf-41f3-8ea8-3bd31d90dbbb;g4briellm;202
f6294127-af5b-4e91-8195-e00765056e0f;blazereapoficial;51
b5a6c53c-edd4-4aa3-a723-6573df24a95f;perdigaoo;54
e6dd2f10-61dc-4385-ba35-b7f4831b55f7;terkitu;0
3aed7014-dd3e-4958-ac8b-97ecba810a0b;deco4gaming;2
96619ca3-9111-4820-a50b-9916c212a2f8;dadlevelmax;964
2eee0bb7-77ce-46c6-806d-2e186e948fc0;juduque23;50
46d6f270-fb6b-4f0c-80a5-fada7f796fce;italomoisa;428
ce22a2c4-3f5f-4248-9d2c-286c50033925;chuqnorriz;100
697adab9-513b-4f67-9cfa-b04fcf7c6baf;prisantos18;52
1e686f9e-cbc7-49c1-815c-1b7633cf5cf2;barbosa_fernando;51
36a9834d-c55a-459e-aa81-7ae5b8d8376e;boydesue;100
58a4cb1c-e1f1-4906-a86d-59736a95f50e;sou_bruno_oliveira;158
d7f869be-d47e-4980-870d-534cde97c00b;santana_brv;0
194282ca-358d-451b-9c86-30d4c797c231;vittu_dt;62
342e1fb2-8c79-4716-b304-9699f3cc8f97;guisouzasz;52
dd07c211-ba13-494c-8d75-b28a5180a872;samuraixodo;0
2040cfbb-150e-4a90-9482-4154b4567750;jvictorpdx;5
5a9490c5-6a19-42de-a09f-9e73408bc7f1;maguinnata;102
6c7b3b02-8b47-402d-b6d1-febcdda4c4f7;bigcapx;50
f2f73b14-bdf5-4302-bd3a-acf646ac5d9b;guiihrosa1301;50
6d9fdde0-ce36-4d12-90ef-f14a4b712866;ianzerahh;50
da9bbbc9-f995-413e-8825-ce1def7676e7;rsparks_;0
8a6d27ef-7fd0-4b04-affb-c78c40c18e55;cristianefragata;100
ad57c4f2-0af4-49cd-96fb-02ab648e4515;zeer0e1;50
d6f92668-964e-462c-93e9-25e7771a5852;eduard0ml;1144
e651bd42-bad4-42ce-a402-a3907f98b9df;vitorvalero;51
c34fb037-353b-490f-97d0-26dddf36f56c;henriquetoledos;150
45bbf295-bf97-4f9d-9d9c-a8f76c328608;gatoguerreiro1;11
0cec974f-3aac-4ff3-847e-0d157f367d6e;spectorxzz;100
37208871-4ac4-4535-80f5-88edac047646;gibaaum;235
262bfa89-141a-46ea-acea-290a6a8bf89e;hsdans;1
ac44cf40-f248-4ef8-a6b9-a4f833c6c0e3;terikbazzo;1
253d96f2-3520-46e7-a3a4-5f7c5c9a7414;ruhandb;121
b4bbc54e-90bf-4fbf-ba9d-fd094bdf4aac;mvrcost;55
b9ee9c52-94b0-497a-a105-79c2f3285cfc;scream_cps;53
2a987450-6743-49ea-a7c3-2af9f52ee3a1;neversantos;50
d9c66692-a570-4512-909f-db8aa8de202c;gbrl808;119
68dcec08-895e-4b52-b016-752038f7e2a4;dunossauro;125
0705ab51-620a-4093-8771-9e7aaac39e0d;beth0793;150
49387367-bc77-4164-9bf5-88b9b10785be;fabriciomacena;0
cfea5dcc-3405-4f01-aca4-5942e8e5cfbd;filipeillanes;156
f64e033a-8407-4365-9b37-a4e67f9133f8;suzielli;50
066c9fc6-f704-4165-a8f3-3d1968b0d4a3;marxzera;4304
c401a1b5-d509-43e9-9eb1-c56bd9a3d5ad;weslleyalmeid;0
9a5e42e6-60ee-4882-b1bc-5a0e65f49901;blzvini;0
2cf08468-f3d1-4f03-966f-1e1a98b09ad9;fiscal_do_carvalho;0
75792660-3271-4dea-afa9-88e862ba54e7;wesley_psl;301
de578185-9e5b-4036-b7a4-d17754f425e8;isabellany27;50
c29de769-df6b-4e71-a2c0-1dc5bfc24f15;jovss;100
ca406ad2-1e0e-4747-bb19-54d62bd791d6;nullnes;54
21038105-6ffd-45f1-bcf3-19feb6ba48f8;xlkurama;0
271543ad-b1e3-455c-b93d-5b5b8a0a0359;vicentemarcos;152
c52fb72f-b3dc-4650-9182-b08b5ed1420a;dingollbell;0
f04eeeea-7b30-4aca-88f8-2bf94c1e6e9a;yuse1br;0
51c579d2-a559-4a8d-8bd6-7aa387a6cced;fabiol29;101
8cab4678-1a00-4a90-88b2-4e2f9b70ccb0;okflocos;0
52e4293d-0b9c-4215-be0d-e0d63e3536b3;nicosp90;1828
d627884e-f61f-4702-ab5c-3482fa724db5;rubinhosjr;53
be2c0a80-d297-4c6a-b77c-dae257add9b7;sktrr;50
1305a67e-2b1e-48d1-ba39-0380ed7066ed;cyberenjeru;258
46376959-58a7-413a-85f3-8e0d6bd4ee94;harrysson_thales;50
50bb7b3d-79a1-45c7-b4e6-ba698cd913f7;orubenscastro;0
42de920f-6a74-4462-8a84-b0cfd9d60341;decksoneedirlan;0
66c2abff-5c79-4b91-842e-740b43f3e6cf;llofyy;1
cf0630b0-8ccc-4f10-89dd-db54e2eab0da;laryssafsp;0
e1f1fade-c7a2-4033-8d5c-462fc21584bc;wilsonrvjunior;0
2be90f37-9d53-4445-9e91-547794ad19dd;rSRC_PATHablorj21;405
3b7bca96-db86-45a4-9c0c-fb1f410f8655;jeffverissimo;814
33246fd7-5d9a-45c9-aca0-19efdd66aaed;hkemmerich;0
4798fc2c-ce20-4fae-90b9-726fd0bd242f;veniciocosta;0
af5df34f-6723-4f02-b009-275190f626a1;edilsonml;0
1a5c1230-8a98-46e0-b89d-0daad3faed92;auugusto_cesar;100
650596bd-ebe7-4471-99b1-e429513e6b46;1uca5s;0
2f6cfdf9-b522-4217-9b87-c271bad72884;magnomatos822;150
3baabacf-2893-4074-acc8-9ff76ea3bda6;lucasv_martins;1
2d228697-7f11-4a40-a7a8-16ee5e1bc1a9;oadilsonrocha;199
238b17f5-1d85-4ea1-b9bc-0975a09b5aec;rkenyu;300
a9d543e8-e700-4071-8dcf-0c1adc66a348;maribispo_;102
ea5e6c71-7e1c-4632-b4f7-13f0be2181d4;haze014;123
91f3934c-7634-4d07-bf8b-55981b60b16d;jeantozzi;53
65fd481a-2c99-4620-b12f-8f5c19ad7ad5;gadugc2;50
bbde3998-cb85-4999-9c87-556af25c9368;m_maler;0
d1e6f7f4-583a-41e0-bb27-b5f3fd78ec56;zelemepiraju;208
4ebdf6fa-f4d8-429d-bc39-7439a2b60c2f;mugenkrl;50
55614f1d-0b09-49ee-9610-66dedb8c4322;econometria;50
0e61319b-1693-47f9-88a4-c96116fbd73c;jrodrigotico;0
bf1456aa-cc36-4371-818d-8a75abbdf788;duhbenhur;56
71eeacbe-87c0-4c25-a59c-adfb121267b2;mielked;511
c3664340-73b9-4da5-9d29-3defdfae4cd2;anyiaa_;250
4c9e4d6c-b745-43c6-aefb-51c206f0d9c3;john__costa;100
210b5708-5c82-4260-93fb-3339c7b2df04;hideyorh;403
ab1b6e56-cf08-4f31-bc43-3ad56dbfdc2a;ferenaan;502
4ae7fd3e-d286-4156-ad7f-553e46c683ea;samucatavares;2
828f9635-a948-41bb-9b4b-ee96a96c1371;mineirom3;2
a7eede08-ae50-4c44-af3b-9eaeb5765460;thiiagooc;250
17c46e8e-f7c5-487f-9c93-4e3c7c943460;leonardo_maxx;51
cacbbe2e-a825-4ed3-8d84-2673af0ddac2;crazy8br;103
f00cab8d-1c96-4e8e-9c52-f7ca96b4b321;bielseis4;209
e95380f9-63ef-4bc3-a589-086b1bf0eece;natusking1;269
387a1f2d-4bb1-45bc-af27-e140e7366f7e;altonio_bandeiras;603
bd49ec1c-964e-411d-bd43-6905a12f0b59;rhaycros;202
c43e605e-77b1-4589-be93-aa6dd49b2f5a;mbagdal07;105
7107771a-0558-4aaa-a66e-570205a7f367;leogend;1607
3f55b86f-dc21-4ac8-8e89-7c1535359eaf;tapioca_amin;1394
074f10c2-b7a0-4eae-9ec9-aa3bbaf5ee0c;biiluu;103
ca254e4f-c958-4567-9786-c6b9759f4064;kogaick;650
850b2870-f399-4640-92e9-7d87b6567e68;tizzieg;369
d29f80a1-584b-47ec-bd80-e114475a7722;askot19;0
21b7da2e-2a55-45e7-ae1b-e445614bdcd2;delfinoln;50
eceafadf-e517-4d4f-a807-5dd668b6661c;deisemaya;51
40f624c2-57ca-447a-a7f4-80464a3e3970;fgalvao77;100
f5c987fc-fbea-488c-8335-02dd53f66d45;khansado_;425
7645082c-11f0-48a4-aa24-d5dc7ebed156;thiagosouzadarosa;50
24ef9aed-ab90-41bf-bf90-88d17210d1b2;thiagolange;1263
bafe76c1-7463-4745-a7d3-4ce24c03266c;furtado145;760
fa3e0ee8-a313-4427-bd13-a5d5ec35c6ad;leoviniciuss;50
5606fe10-3665-4b8e-813a-89e972e1a8bd;pvsous;52
072ee7ee-abbf-4f77-b8ac-8e2c17493d15;itssg4be;100
b582a8d0-2823-489b-ab80-12bbdf42a06f;dare3devil;802
6fabc9bb-8ab6-4d0a-92ce-a288db7aa597;mcarvalhox;53
6540f919-63bb-4e8d-8dfb-2f9904a29bb0;rabugentocs;51
9bd82003-7d1c-47c5-8bfc-4e5768ae981a;jovips_;158
ca61481f-6259-4e96-bd5d-a5bca1637f8d;shina96;151
dae2b6ea-186c-4d5a-a034-dfad012cff95;gabsmoreno_;222
16171674-7e2c-4849-aa39-bad749ca9665;4ndr3lu15_;305
d1070c6a-4075-408f-8011-26a9995f5bf6;wedotheydont;509
30d00626-d497-4f5a-831a-7b6b1617df07;c4st4nh4;0
ed034cb1-ea7e-4e22-9221-dd069037a701;patrick_vasconceloss;485
c4e1ed9e-b918-4261-bccc-6b7725b0ba67;clear4blue;11
57724609-f3b9-41c8-8249-079cddfaa762;samick_franca;0
29d06dc5-b276-48be-ac4b-3372e05b246e;weber_cam;0
039371da-962c-453b-b9d9-20859d426458;fatebringer_br;201
6fd7a291-72ba-4d60-b75b-f47ea03718ac;fugidoexercito;50
81e1476e-638d-47fe-bc59-95a22042aa9e;iagocavalcante;50
1708996d-9c04-4503-a8c2-dbed861f3796;ja1ftb;50
26f05056-1ee6-4cf3-be7f-1058c1928b9e;abasilio91;353
852508fc-89da-405b-bd71-4264be44831b;pablochatbots;190
cbf2b8a9-c58e-4e88-bf25-bfd8f4c16452;okada_elaine;652
87040a44-0e04-4cc1-ad91-072d167b11b1;inimigodomouse;1606
fb3e3d1e-3e12-48ea-ba61-ce8aaec0b231;paulomarangonijr;670
4f78ec64-1e38-4f7d-bcd8-5f3ecfd186fa;marckxd2;50
3275f44a-4dba-42e9-8fed-cb1d207f30d6;mpedroni;50
b20a16b2-6d9f-4c94-87cc-6bbecebe504e;dmyoko;50
e768089a-12e2-45fb-8d81-dffaf17633ca;paulo_vieira;50
a4afa47d-6c37-41eb-a435-b63fc499543c;tiotado33;53
0f744fdd-cb88-4ba5-b32c-7ce351e87c2a;iamrooot;154
c6e76fd7-ff73-435d-9564-3b86926ddde5;tenomuller;100
0586bad4-0312-40db-857a-84eb23c37c9e;raikohhh;0
25e99530-d611-483c-81a8-80525ec08708;cristiannornberg;50
0fd403d3-60b6-47f2-a1e2-e6df37b49184;adrianosjk;157
0994a81f-9865-4356-9e82-c9e8d2881672;allysonbarrosrn;50
9cea717d-9edf-4740-a06d-41597784da46;xstrdoto;0
4c915b76-878f-471a-a6c1-e418288d51f7;madsonsjp;0
174b949b-bcfd-4995-9fb4-7385e7e17fdb;luhborbs;51
12085c7c-3e39-48aa-b654-557d9728f2d5;reginaldofdias;100
5666b127-f796-4b9b-8b82-25d5fcbca816;alexbarrox;162
ec4bb814-b931-4f88-96f7-443a745fb697;amanda_morschel;52
eda36d2a-3550-4499-96be-2f3604a58049;eduardoksmello;308
edc875d5-6b6c-4a37-bf2e-0aaaac396701;maaluceli;56
1b5952f4-dd78-4001-a6fc-93ce6d2fe448;torugobeck;50
de47ac90-3908-47c1-9097-fb4f70bf707d;a_gabriel_c;55
02adccd0-1559-4f7d-bc92-02ec73e68773;maadzin;101
33ed21f0-52e1-484b-bf59-44d9d834b282;cabulosojohn;150
ed298ef3-a3e4-4d50-8b48-57f9b745e335;isabele_alves;336
15e8c04d-9cd8-497e-8e71-f27e70df1427;nocky22;102
cdfe7f76-5f11-4d96-91d8-3eff41942c78;relsiar;101
d62818f5-c3a1-47b6-94f5-f41b607b72e0;quintella_nikity;611
b15fd43e-8e0c-4777-94a7-387f46aa9d1e;nicegustavinho3;50
d68a4667-b8f6-402d-b7b6-ee2b4c0e5d13;tuzinnn1;52
882618c1-e69a-4e77-b01e-01af0e9faa84;arthur1511;50
fe59fd95-d131-4d50-bb6e-10cdfa7d5f47;comunista_tropical;328
fe348fe6-a2f7-4f3f-b932-c10ad0b5692e;lucassilva_dota;50
a12533fc-b088-4c4d-a0ee-f32b3af4cf38;luidduarte;1
c0c968c0-9273-418f-a616-67e26ee9978f;itsastroboyz;0
5843b3e0-8f8f-4c32-a843-94bd753e0b71;lcsbno;52
41bb8c47-4ced-48f4-8410-68d941663893;dodo_california;53
824b5fd7-086d-4886-a417-15dff8307319;kaicqueee;260
0becf997-a205-4d16-8235-c9aebc525c2e;baarrac;50
304f91f3-8cb0-40e2-a24d-a9491fb0eb82;pmusachio;753
7873c833-ad27-43a3-96da-5a550e968085;o_pinga_o;205
3b3e87ca-d728-44fe-a1bb-9f0835cce85a;matmilan10;100
3886769d-9a23-4165-a497-67a4021aa139;artthur252;50
5e74ab96-6a1a-48c7-8240-08a3845486a8;farzk;0
0fc3524f-c21c-494d-bced-66766a2f239a;mrgabrielblins;62
a01b0f17-ce52-480e-a678-8cf8a8f3be67;negentropybeing;101
31a8e7d7-4bf2-435f-bf78-65e5c936a38c;adhalyaintchala;103
427ff019-64d8-4a31-bb75-e308845e96a2;ladymartin31;50
0b0bda4c-a9de-4c38-a47a-86b6123163a3;xdiegoat;0
065194d3-d70e-4fa1-9035-1808d6e222b3;marcoandremachado;106
3fc22625-bbce-4bd8-bf04-563189720e38;srraposa_the_programmer;66
d5278e80-eb4a-41d4-977b-d5d1ec87f0a9;lucassiro_;53
404795d1-6627-4f18-9e0f-d07595dacbfb;tavara000;5
9b6ab38e-904e-4f53-b4e5-cf58762836af;wanibii;0
76a79f30-c09e-462a-a0c3-a29b1c8d1aa2;kenanfint;158
cb9fc6b0-4278-4df7-81fa-3f6d7b11247e;mermoeu;1
22818471-9df8-41f0-a7ca-872fafe94218;vinleiria;0
04b34e7c-926f-45a6-a521-bfb4631f7bc6;matzmarcelo;5
9ee6648c-4d28-4d55-9762-948376b3df70;rfsantosr1;250
7cfbfa21-6979-40a2-ab88-e4e5c2697aa7;undef1nedx;77
43327cc9-4439-4d2f-9556-999151555c31;safadown_o_original;51
b69db98a-fbbb-48a9-a0fe-364ea9a785ec;alm_devioaut;50
e14a21ac-8e44-4133-994f-bd3ffe0976a4;felipedm90;50
61466336-50d0-429b-8a3e-dc3ceb0a1421;caio_alo;50
9ede91a9-35a7-4b0b-9781-607eb6e34ebb;pgg_tv;52
08296e7f-4af4-484e-8b24-ac48889e011b;ai_to_cego;50
5bc8bda3-fecf-4dfb-a154-fd7ccf24e5d0;peytonhp;204
765ae565-02f6-4f9d-b744-aaef0fa4dc95;pep1;55
6e4dae99-6228-4b44-b095-413aea4f6195;guint;126
e68259d4-3d89-4666-ae75-7b853927a54f;wesleycoelh0;570
c104f2ae-961d-47de-b8a7-6c44dd57b5b6;nukenair;152
759defeb-0d8d-4089-acf3-66fc45139185;bodson;236
0b76c105-e036-4cbd-ba70-d334f4fbca81;edsantos2015;200
107b2245-3810-4177-9813-8696eaa1cb8a;l4dyhawke;258
bb98ea93-5558-4839-bf50-6a39a63ef914;mangueboy23;458
b72a70f4-db8b-4d49-b129-0ca70d985b65;kazununga;350
0fd197c4-17dd-42be-aaf0-32e4346fec27;lucasprbno;64
37a9c439-16aa-48cb-8d53-016aea5f2128;rcordeiros;455
04ebbfc3-0ac0-45fe-84bc-f4aa07ab46aa;miguellinsbr;209
c02c3c8d-6d15-4c3c-895f-3fbb2267f471;celsogustavo;360
7a4170da-e706-437d-ad90-ce97e86319a4;ugamer_chokito;51
c474d938-69d8-42fe-b009-0e46b01bb726;wlbr1;166
28214597-a105-4e02-827f-8937215fd20e;autilaier;335
3d27870c-a8de-4de8-a222-064b3d980a01;roberto_barbosa_85;50
41f5f373-f222-43d2-ac8c-265c663285c5;wertonrod;150
96a0ed7c-b266-491b-9061-1d2c8c341f4e;biscoitobh;50
e0d9e314-eadb-46fc-88c6-c0fb08341d2f;sygorn;54
48ed6807-7cc8-4e82-a7b0-4048f097c7bf;set_abominae;59
a8a3a2a0-9c94-4536-a682-a12626b2314d;moniquemartins;379
c0680440-bec3-4f01-ae25-631ec75b0db5;thiago_g_thomas;0
cd73c415-04af-4b30-8732-aafef8def3e5;vanessasantana91;51
2b4f3a75-7148-4344-a630-8e9362b08a8b;alana0902;50
0c627c11-de12-420b-98d0-3d15481aa95b;julianamauri;1
23bb41c6-d902-4ffb-98f6-bdf661e868aa;polesi1;151
a751e034-d9cf-4fb3-a220-ff1da558105f;paullohenriquue_ss;106
6d75a554-80c3-4362-89a4-50fa6a152699;digao131313;104
4030f1c0-acee-4f8b-8bbf-b001eb7490e2;ramone2;50
c9fc2824-86ba-4b82-aab8-618ce8caaa52;nireltssy;216
014491f5-caa3-4122-be69-a31411ad4bd7;rickrickyy;53
8cb9a750-e03b-4eb9-aafd-ea9314e756df;ceesarmota;70
271edaac-5c4e-4443-8c9f-c2809d6a0f9d;telles44;114
082069f5-d13d-467c-a3ab-234c006d6e95;lucastaz;51
ba23344e-63b2-4ca2-9461-fb5bc0341409;jefersonluiz13;55
3a4cd639-af6f-4609-8ddc-7e22640ff08e;eduardoromeiro__;55
d6b1197e-727d-4656-91e2-385901fedb56;magemary;57
0b07d3e4-7682-4d66-b418-587b7be8efa4;bsone031;433
2f3a7a25-ea21-4fa2-a461-e2e2613ea750;edumoura;0
ab981417-daec-4b56-9cfa-6881e0ea0d26;peppinha_on_fire;382
86a0b0c6-f12c-450b-880c-61efe2854217;iuca_br;142
d1527845-5bae-4747-b644-0854beaeeb58;jessicapfe;953
4621e46a-2698-4d4d-a5c0-8b40d71bed92;jhongs_;50
43050a60-ca0e-420e-bac0-d51ee0a83a8d;william_freitass;2
8a5032a2-4355-43f8-a655-20e3fcc16a4a;ironlive;1
8be23d7c-d205-43db-b51c-a4e70bf2f165;el_guilhermo_felix;0
44a8a7cf-9e53-4a27-9f5b-63ed339e05b5;orodrigofc0;63
cf7e85e1-b341-45e8-a9ee-84117c1b303c;denneira82;225
65b13030-1bce-47b1-aa08-45f43ba67576;321brubs;0
1029c005-70a8-4a1d-b5f8-9efd6255c9fe;joanaoliveirac;50
2ff81b20-1996-4e43-8711-cee1fa757142;ooo_andre;50
ba115786-63fa-4a4b-8aac-ed4f6ab4c777;alvarofelicio;364
c03a54a5-b024-45a4-bc9f-7759dd5542e6;dlsouza93;233
82bcb66a-e235-437f-b4dd-e98cf41b2d5e;caioalef1;109
9af32822-2f54-47e1-bbc7-afb4a9b02341;guiiiiiiiiiiiiiiiiiiiiiih;399
eb1d7ed7-ebd7-4dca-a9da-fafeaf5207bc;ethipires;50
10f4f908-3019-427e-9e51-e3527d5c247b;fabioascoelho;50
81688c1e-aadd-43cd-acfe-1889af4451b3;eli_santos123;1
6603cfb6-4eed-4c58-ac66-6225452a22ee;waconceicao;258
1090b72f-0736-4cf9-9c65-d43b5dbd6980;milena_lena;102
ab534735-0bfe-49cb-8dae-04b0b8976fb7;luke12tres4;158
89ab3c6f-8e8d-42c5-957c-6a9a04f5ce88;limadb;163
b7481f6e-72ca-4cd7-b0b5-45ef13e6e65d;l3androvsky;54
d0952fae-e561-4779-a96a-83a6ea2e4a4f;edilene_andrade;0
da6e8fb4-07ff-4be9-b4eb-691720fdbe3e;tsdomingues;486
01f2e6ea-4fc4-4eb3-94aa-3f36109a9787;lunartinho;105
a0ce14a1-9cba-4f7b-a33e-86536d3743c1;dodge_10;50
1990522f-6994-44ea-8a30-0115f1f4c6c1;yarinha7;0
afefedf3-1ea4-4962-8aaf-58ea777e3cab;brunosouzadata;50
9c6018c1-2122-450d-b1a4-c4c874516fe5;vorsicht_;200
c6d314ac-4a9b-4338-a415-c4eee3c0b6f2;netoscientist;50
073306ac-f4b5-4cee-ab79-9c079d891ba0;oliveiramil;50
43aa42e8-54d2-46f7-84fc-b9c4dd6870c8;daypadilha;80
f3a268f2-1788-47da-bc79-2680a1721254;nabuchadresar;205
c682d836-2e31-4d73-bfbb-8cc32be63265;matheuscs_dev;100
2e841867-0518-4eee-a80d-a6a50d70431e;targino52;103
c9db4e56-2010-4100-83d7-deec037b9ef6;maltrapilhoo;401
4fc56b11-7379-4d62-b3ed-95bf4294c7b3;insulinado;50
f88d9780-6ab9-4354-bee0-aa0e5308c9bf;mattlj4j;50
5281efa0-1797-46dd-b422-28a609e62031;andref01anlz;321
80b75b89-2fcd-4275-ba9f-7cce2a6c101f;tawanataina;56
9bccfbaf-2c46-429c-af0a-a477ac8400e6;caioporaqui;59
9dcbeb7d-526c-49ff-a3ec-e71398f709f1;biel1232;59
05c0957e-eddb-438a-bbb7-a0bcc175e3fc;harynelson;56
e0fe712c-85fc-47ec-a051-c20ad0051431;taiidb;373
d9684584-95d4-4465-b340-d4391cffc385;tirum_;57
3596c7ad-999b-446e-939f-cd7923bbe82f;branzao;312
7a5c58d6-0d20-4098-90f6-af394f3603b3;larapofttv;158
84f3f663-aed2-4722-bfdf-4c0ce77d59ab;cafeteria094;94
1b1a8eb8-cb74-4428-bab0-0c0e2e388ec7;g1nho019;199
0ed57b36-63ea-4190-8611-69ee5479d7a6;lfcarvalho1;156
8f7435e2-4dd7-447a-890d-2d7af552544a;weextv;0
858d43ff-0edd-43c0-88d8-774bf9287fe4;leticiagcsilva;50
16f54311-2784-4f4a-ab9c-a2ee20f4dd21;sontagr;210
5bb5a59e-97b5-4268-b408-3bda9ab13b40;upyper;152
735da3d8-f40d-4c23-9c8b-d798804d5f68;ricardovituli;50
245cbce6-b625-4d30-817d-03d9d75f03a4;sadbreadxd;100
dc4e44bf-80c7-4888-bef2-4234b4ecfb6e;jucs_origi;270
19693ea7-047b-4331-835f-fa7f9b3a8d1e;evandrotdametto;50
f26434d5-e557-4cc8-a0e6-c7ab3d04e09b;alexiabc16;204
ce41e15b-a89a-4cb3-bef5-60372ea6e1e3;hudsondab;50
1fc29659-2720-4d29-b414-3387bd53d11e;confessoranny;53
68e4f976-f883-494e-a324-00c7f76b53c2;rogerpython;50
99e05d15-f010-435b-8729-ef1b5e13d50a;pontotecnologia;51
1b08989c-039d-4c82-879b-0f56159a1ebb;rafaelbonilha85;151
afee45f6-fa22-46bb-ac98-885174c733a1;hi_dekki;50
603d0467-8c7d-4989-8f62-41a5b011d42d;thaleshbc12;50
de864f0b-7f68-4c91-8d1f-aea32d329138;zenoki;151
3619cdab-28c5-49b5-9945-62bc895a0fcf;leotachorando;103
a853bafe-bdc9-4808-8ac8-7a33ea0fac21;miley123;50
5cd43268-6089-46a6-94fc-cc3c18ba9350;rafael_santos28;52
9cd7fbfa-0a20-4805-af3c-1093cb240e22;ansattz;52
88ec8cd6-c632-46eb-bf5e-3938c52a653c;santinera_;201
e4fb9943-3bbd-4336-9ccd-7d65a9285c08;umgordoqualquer_;50
35dd02ef-718b-4457-be91-6834995f46fb;vinnyzonachi;50
d3bd377b-1721-4930-bed0-18df50507ce6;watashi_tech;0
4394132c-98e5-4ac3-a882-2a2ca397e8b3;ryzeab;250
fb31080e-efd7-49c0-89df-682e09cc8641;assunga_;53
925453fd-f3d5-4dfb-b7f8-2d82da7d2b71;jhenifercamposs;51
2a10a8fa-938b-4b79-818c-e379f0d8748d;jota_padilha;51
272ff01c-f314-4f8d-8b76-d61d69e14488;lorran_e;50
e072981c-1f7d-4c25-8bd9-b810ea99b296;okforseth;50
00684343-40b5-4ce7-b2e8-71a5340973bf;himuurax;0
3014824d-d506-4150-a423-220729454eb6;biancaknust;50
87f84743-9dca-46be-9d23-54a5619942ed;marginal151;50
651a0adf-d7d4-4bff-8eb1-f5f0c1957f0b;moupss;311
2c911f59-a744-40dd-a1ea-fc4f3f82220b;talonso_;55
50e13e1f-fc5c-4528-aecd-d2a7c5810c07;addaccruz;50
0a36ac7c-408b-4165-a124-fb22bd243998;remadi1809;50
87995752-aa18-48a9-a7bb-9a64b5104a28;mastellotto;50
395d676b-578c-41fe-a427-e097264d44c0;falamarden;239
820c0e06-c405-4979-8975-ecfa17abb0f9;wtkr;253
730b70d7-39b1-47ed-9d74-0655bc5e7afc;dslaporte;50
7d39ecde-e452-4f72-a6b5-dcae094ee519;adorotecnologia;51
f39b1da2-7633-4d8f-99b4-6ffd1e0f0d23;gleicearaujo_ds;1204
4be5245a-37a4-4f01-82e7-509e50d730c8;tiagoacostad;42
59746c2f-ef08-44a4-88ae-2e9610a578b8;rvictor_21;54
7cf424ba-9ea7-4fc1-9168-7233df1a6642;elitonkj;51
5d2ef84b-365f-4cc9-b997-2d5b26534a06;maykhz;50
62fe5a0d-2ea5-4c3b-b6ae-5f24526d5cb5;adric51;50
cbe80dc9-31ff-47eb-85c6-1638d08ccae4;rhuanlima;50
a7649e0c-92dd-42fe-bb36-d6f0aaaa8638;marco_machado_123;213
ca082770-d307-4242-ab0d-44612c49593d;mihaelle;87
c8be3fd8-f3fe-4fb3-8c3b-4bf1bfdf382f;danilo_neto;51
5a214149-13b0-4732-bdf6-3b443487b69e;ademarionobre;108
17fa24e6-3879-4688-a140-6083c15e7064;matheusvaz_data;50
b882e19c-917f-443d-9f0b-028df2e85066;veer7ex;57
2917638d-8925-473d-a9b0-9776ebb42ead;kelvia_a;100
d3736c09-9006-4b2c-a1c6-8656b05a27a7;elfadx27;158
72599524-180f-4afb-9a21-c599879cac3e;blasphee;166
32e88530-a0d4-44f4-b6b4-709074f614de;abner_davi;157
bd0e24ea-95c0-4ef5-831b-0fb36000838d;rodjmatos;100
089c45b3-627c-42fc-9f98-195434f36aab;vierfernando;0
63215e24-05f7-4a8a-b549-a38560695ddc;leopelusi;50
6f5e7ff5-e682-40e3-bbf2-41eeabf4dc3e;fabiolaviana;105
4a015b48-0f74-465f-ba26-0a58c57a8008;gurezendes;1
74be5419-ced5-46de-8ad8-0b82f82af243;alequinhoss;3
2c3f47fb-0956-4953-b014-cda0800685c3;karahestranho;100
f5c3b521-d12b-4de5-8c61-40a75418c65d;markkojp;55
267c888c-20a7-41b7-88aa-724f802b6150;mesonpi_;51
015e35f3-70d3-43f3-895d-cdea386118d7;lktlucas;50
f1e63202-a60d-40a4-b4c4-8fc9942f07ad;c_henrik001;107
f8af3621-587d-4ec7-96f4-25717b198dfd;lee3run;50
23cb2267-4be6-4439-b4a6-dc2cf3e5f30b;andershow87;53
a5cf84d3-c0e7-4736-8c5c-58df1b982c14;expertnandoo;56
15671712-f779-41ed-a517-dc4609f7cd8b;thecasttz;50
e4bf4b1f-c59f-4189-9abf-e9bcc1ec527a;grazonn;51
1d0b5f63-64a8-4483-aca8-4ee301d3ed5b;maferselect;0
847bdc7d-e95a-4c32-bdc8-c3771a5d0c6b;tibureu;50
47a639d4-93bd-433f-a60d-5a944df786f3;chernobiules;111
4f3a3d51-393a-4dfa-bbd6-c0d2d3be9a79;ninniet5670;51
8ab25700-f3a5-4837-b061-2d0efa7893b8;paulominor;56
3e530e26-e15e-41ec-838c-0f23af989de9;calebe_stoffel;0
c93cb5e9-f5e2-4c27-87af-a3cd1f7a1074;pettigru;51
6fe2526c-955b-4c6a-bd8c-57363f63294f;erodamermaidq;51
1668888f-874c-41d7-abc3-2a1f8489102e;toxqq_;50
1c7bb47f-afaf-4b1e-a887-343751d5fb62;dfdaicorb;114
77a38bf5-0cbb-4763-a98a-24baceebe6fc;ogrorasta;100
